 Time,Acc_x,Acc_y,Acc_z,HRM_b,HRM_c,HRM_r,HRM_f,PPG_r,PPG_o,BTHRM
 1654529695179.43383789062,-0.01745605468,0.54370117187,-0.88525390625,,,,,,,,
 1654529695224.26416015625,,,,,,64,28923,1771,-1739,
 1654529695259.51196289062,0.00024414062,0.53601074218,-0.85888671875,,,,,,,,
 1654529695304.80004882812,,,,,,128,23794,1855,-1791,
 1654529695339.5595703125,0.01049804687,0.53442382812,-0.86437988281,,,,,,,,
 1654529695385.82421875,,,,,,288,16521,1903,-1759,
 1654529695425.64965820312,0.00183105468,0.52648925781,-0.88562011718,,,,,,,,
 1654529695430.10522460937,,,,,,384,7409,1919,-1727,
 1654529695466.08544921875,,,,,,512,-2938,1951,-1695,
 1654529695504.56811523437,-0.0146484375,0.51550292968,-0.88830566406,,,,,,,,
 1654529695510.30541992187,,,,,,640,-13785,1983,-1663,
 1654529695546.74340820312,,,,,,768,-24280,2015,-1631,
 1654529695584.4326171875,-0.0224609375,0.50402832031,-0.88012695312,,,,,,,,
 1654529695590.2919921875,,,,,,896,-32768,2047,-1599,
 1654529695627.00463867187,,,,,,1080,-32768,2107,-1567,
 1654529695659.26171875,-0.02087402343,0.53100585937,-0.86791992187,,,,,,,,
 1654529695670.40063476562,,,,,,1232,-32768,2151,-1535,
 1654529695707.99829101562,,,,,,1408,-32768,2207,-1503,
 1654529695739.43139648437,0.01733398437,0.5791015625,-0.83520507812,,,,,,,,
 1654529695750.29565429687,,,,,,1600,-32768,2271,-1471,
 1654529695827.474609375,,,,,,1760,-32768,2319,-1439,
 1654529695837.728515625,,,,,,1888,-30607,2351,-1407,
 1654529695869.00903320312,,,,,,2016,-20767,2383,-1375,
 1654529695899.22143554687,0.0634765625,0.56433105468,-0.84716796875,,,,,,,,
 1654529695910.6044921875,,,,,,2144,-9959,2415,-1343,
 1654529695949.39233398437,,,,,,2200,717,2411,-1311,
 1654529696011.98388671875,,,,70,100,,,,
 1654529696015.37133789062,,,,,,,,,,70
 1654529696018.1484375,0.05041503906,0.52893066406,-0.85363769531,,,,,,,,
 1654529696027.63940429687,,,,,,2304,10312,2431,-1279,
 1654529696033.68188476562,,,,,,2400,17888,2447,-1247,
 1654529696059.31665039062,0.04760742187,0.52185058593,-0.8525390625,,,,,,,,
 1654529696070.66918945312,,,,,,2480,22803,2455,-1215,
 1654529696110.37255859375,,,,,,2544,24718,2455,-1183,
 1654529696139.18115234375,0.03894042968,0.53405761718,-0.8603515625,,,,,,,,
 1654529696151.63232421875,,,,,,2648,23639,2475,-1151,
 1654529696156.30151367187,,,,60,38,,,,
 1654529696191.51879882812,,,,,,2736,19824,2487,-1119,
 1654529696219.35083007812,0.03381347656,0.53771972656,-0.87133789062,,,,,,,,
 1654529696231.34423828125,,,,,,2816,13833,2495,-1087,
 1654529696271.47485351562,,,,,,2944,6487,2527,-1055,
 1654529696299.36791992187,0.04809570312,0.53845214843,-0.87121582031,,,,,,,,
 1654529696311.88012695312,,,,,,3008,-1309,2527,-1023,
 1654529696379.14086914062,0.05163574218,0.53247070312,-0.85656738281,,,,,,,,
 1654529696392.44653320312,,,,,,3104,-8640,2543,-991,
 1654529696459.310546875,0.04077148437,0.54016113281,-0.85485839843,,,,,,,,
 1654529696473.01293945312,,,,,,3264,-14716,2591,-959,
 1654529696513.11303710937,,,,,,3424,-18998,2639,-927,
 1654529696540.30419921875,0.05969238281,0.55310058593,-0.85620117187,,,,,,,,
 1654529696553.57934570312,,,,,,3568,-21087,2679,-895,
 1654529696593.67944335937,,,,,,3696,-20907,2711,-863,
 1654529696619.1005859375,0.07580566406,0.54663085937,-0.85583496093,,,,,,,,
 1654529696634.08471679687,,,,,,3840,-18687,2751,-831,
 1654529696674.58154296875,,,,,,3968,-14882,2783,-799,
 1654529696699.39233398437,0.05102539062,0.54467773437,-0.86291503906,,,,,,,,
 1654529696714.92578125,,,,,,4096,-10139,2815,-767,
 1654529696754.8427734375,,,,,,4224,-5156,2847,-735,
 1654529696833.63916015625,0.02697753906,0.5625,-0.85791015625,,,,,,,,
 1654529696837.6064453125,,,,,,4352,-612,2879,-703,
 1654529696859.06030273437,0.02624511718,0.58117675781,-0.83471679687,,,,,,,,
 1654529696876.02807617187,,,,,,4592,4902,2935,-639,
 1654529696916.15869140625,,,,,,4736,5289,2975,-607,
 1654529696939.4130859375,0.04357910156,0.58166503906,-0.83325195312,,,,,,,,
 1654529696957.14379882812,,,,,,4864,4072,3007,-575,
 1654529696962.02661132812,,,,61,38,,,,
 1654529696997.2744140625,,,,,,4960,1470,3023,-543,
 1654529697019.30810546875,0.0546875,0.583984375,-0.84301757812,,,,,,,,
 1654529697037.13037109375,,,,,,5040,-2085,3031,-511,
 1654529697076.986328125,,,,,,5056,-6073,3007,-479,
 1654529697099.35571289062,0.05163574218,0.57250976562,-0.85070800781,,,,,,,,
 1654529697157.52221679687,,,,,,4736,-9986,2815,-447,
 1654529697179.4033203125,0.03564453125,0.52966308593,-0.85949707031,,,,,,,,
 1654529697198.080078125,,,,,,4576,-13160,2703,-415,
 1654529697238.08862304687,,,,,,4512,-15147,2639,-383,
 1654529697260.3359375,0.0146484375,0.49914550781,-0.86047363281,,,,,,,,
 1654529697278.646484375,,,,,,4576,-15588,2639,-351,
 1654529697318.65502929687,,,,,,4688,-14306,2663,-319,
 1654529697339.3154296875,0.01416015625,0.49963378906,-0.86401367187,,,,,,,,
 1654529697359.18237304687,,,,,,4800,-11349,2687,-287,
 1654529697399.19091796875,,,,,,4992,-6905,2751,-255,
 1654529697419.33251953125,0.01599121093,0.51440429687,-0.86572265625,,,,,,,,
 1654529697439.96240234375,,,,,,5216,-1345,2831,-223,
 1654529697490.53002929687,,,,70,100,,,,
 1654529697493.734375,,,,,,,,,,70
 1654529697499.10546875,,,,,,5440,4805,2911,-191,
 1654529697504.07983398437,0.01794433593,0.50256347656,-0.86547851562,,,,,,,,
 1654529697520.1015625,,,,,,5632,10973,2975,-159,
 1654529697578.939453125,0.01770019531,0.47399902343,-0.87573242187,,,,,,,,
 1654529697600.69848632812,,,,,,5856,16678,3055,-127,
 1654529697640.85961914062,,,,,,5952,21337,3071,-95,
 1654529697659.41430664062,0.00939941406,0.45971679687,-0.88366699218,,,,,,,,
 1654529697681.26489257812,,,,,,6080,24557,3103,-63,
 1654529697721.3955078125,,,,,,6192,26034,3127,-31,
 1654529697739.00415039062,0.00341796875,0.44262695312,-0.88525390625,,,,,,,,
 1654529697762.86889648437,,,,,,6206,25547,3103,0,
 1654529697767.50756835937,,,,65,36,,,,
 1654529697829.916015625,,,,,,6198,23175,3099,0,
 1654529697846.24291992187,,,,,,6110,19018,3055,0,
 1654529697882.5283203125,,,,,,5918,13328,2959,0,
 1654529697900.3505859375,-0.01062011718,0.48742675781,-0.93151855468,,,,,,,,
 1654529697922.8115234375,,,,,,5598,6473,2799,0,
 1654529697963.06420898437,,,,,,5310,-1047,2655,0,
 1654529697978.9638671875,-0.02575683593,0.47229003906,-0.94201660156,,,,,,,,
 1654529698003.59155273437,,,,,,5198,-8636,2599,0,
 1654529698043.60009765625,,,,,,5262,-15688,2631,0,
 1654529698059.22509765625,-0.03491210937,0.45471191406,-0.90942382812,,,,,,,,
 1654529698084.28002929687,,,,,,5438,-21619,2719,0,
 1654529698124.16650390625,,,,,,5550,-25979,2775,0,
 1654529698139.33374023437,-0.02880859375,0.48620605468,-0.88159179687,,,,,,,,
 1654529698164.48022460937,,,,,,5598,-28414,2799,0,
 1654529698204.85498046875,,,,,,5686,-28678,2843,0,
 1654529698218.89306640625,0.01684570312,0.53723144531,-0.84582519531,,,,,,,,
 1654529698245.04663085937,,,,,,5750,-26782,2875,0,
 1654529698285.32983398437,,,,,,5854,-22824,2927,0,
 1654529698298.87963867187,0.0546875,0.55908203125,-0.82592773437,,,,,,,,
 1654529698325.85717773437,,,,,,5982,-17135,2991,0,
 1654529698365.77416992187,,,,,,6078,-10252,3039,0,
 1654529698379.29345703125,0.04748535156,0.56823730468,-0.83020019531,,,,,,,,
 1654529698406.14892578125,,,,,,6142,-2712,3071,0,
 1654529698446.34057617187,,,,,,6230,4778,3115,0,
 1654529698458.85278320312,0.03576660156,0.55578613281,-0.84680175781,,,,,,,,
 1654529698486.654296875,,,,,,6230,11465,3115,0,
 1654529698527.0595703125,,,,,,6206,16655,3103,0,
 1654529698538.900390625,0.03125,0.54370117187,-0.85876464843,,,,,,,,
 1654529698567.28173828125,,,,,,6142,19837,3071,0,
 1654529698618.978515625,0.03442382812,0.52136230468,-0.86328125,,,,,,,,
 1654529698647.84814453125,,,,,,6142,20684,3071,0,
 1654529698688.65014648437,,,,,,6046,18981,3023,0,
 1654529698693.62451171875,,,,68,51,,,,
 1654529698700.30786132812,0.02233886718,0.49438476562,-0.88305664062,,,,,,,,
 1654529698728.38403320312,,,,,,5918,14866,2959,0,
 1654529698768.48413085937,,,,,,5870,8658,2935,0,
 1654529698833.85278320312,-0.00720214843,0.48278808593,-0.896484375,,,,,,,,
 1654529698838.06420898437,,,,,,5918,893,2959,0,
 1654529698859.24340820312,-0.02099609375,0.48779296875,-0.87670898437,,,,,,,,
 1654529698889.54736328125,,,,,,6062,-16437,3031,0,
 1654529698929.525390625,,,,,,6126,-24452,3063,0,
 1654529698938.77221679687,0.02868652343,0.55053710937,-0.83935546875,,,,,,,,
 1654529698991.10986328125,,,,70,100,,,,
 1654529698994.31420898437,,,,,,,,,,70
 1654529698997.12182617187,,,,,,6222,-31117,3111,0,
 1654529699051.83984375,,,,71,100,,,,
 1654529699054.92211914062,,,,,,,,,,71
 1654529699057.79077148437,0.07592773437,0.60278320312,-0.8125,,,,,,,,
 1654529699062.06323242187,,,,,,6302,-32768,3151,0,
 1654529699091.0244140625,,,,,,6334,-32768,3167,0,
 1654529699099.3251953125,0.06469726562,0.58642578125,-0.82287597656,,,,,,,,
 1654529699130.88037109375,,,,,,6398,-32768,3199,0,
 1654529699171.1025390625,,,,,,6430,-32432,3215,0,
 1654529699178.60986328125,0.046875,0.54138183593,-0.85375976562,,,,,,,,
 1654529699211.53833007812,,,,,,6430,-26764,3215,0,
 1654529699251.60791015625,,,,,,6382,-20139,3191,0,
 1654529699259.2373046875,0.02917480468,0.51818847656,-0.85473632812,,,,,,,,
 1654529699292.28784179687,,,,,,6302,-13152,3151,0,
 1654529699332.14379882812,,,,,,6230,-6344,3115,0,
 1654529699339.65112304687,0.00646972656,0.51159667968,-0.85510253906,,,,,,,,
 1654529699372.640625,,,,,,6238,-148,3119,0,
 1654529699413.13745117187,,,,,,6270,5106,3135,0,
 1654529699420.76684570312,0.00512695312,0.50427246093,-0.86779785156,,,,,,,,
 1654529699452.99340820312,,,,,,6326,9219,3163,0,
 1654529699493.21557617187,,,,,,6358,12148,3179,0,
 1654529699500.75341796875,0.02526855468,0.53430175781,-0.84765625,,,,,,,,
 1654529699533.74291992187,,,,,,6398,13998,3199,0,
 1654529699573.75146484375,,,,,,6462,14932,3231,0,
 1654529699581.2587890625,0.04309082031,0.57739257812,-0.81945800781,,,,,,,,
 1654529699614.2177734375,,,,,,6486,15123,3243,0,
 1654529699657.64428710937,,,,,,6494,14758,3247,0,
 1654529699662.435546875,,,,68,88,,,,
 1654529699666.31127929687,0.05139160156,0.59753417968,-0.81884765625,,,,,,,,
 1654529699694.72314453125,,,,,,6494,13937,3247,0,
 1654529699738.69897460937,0.0458984375,0.59753417968,-0.82482910156,,,,,,,,
 1654529699826.31494140625,,,,,,6446,12706,3223,0,
 1654529699836.90454101562,,,,,,6366,11076,3183,0,
 1654529699855.85595703125,,,,,,6270,9070,3135,0,
 1654529699899.40454101562,,,,,,6142,6704,3071,0,
 1654529699936.2392578125,,,,,,6046,4013,3023,0,
 1654529699979.05541992187,,,,,,5918,1020,2959,0,
 1654529700016.74462890625,,,,,,5790,-2099,2895,0,
 1654529700060.0185546875,0.04614257812,0.56018066406,-0.8427734375,,,,,,,,
 1654529700064.10791015625,,,,,,5598,-5141,2799,0,
 1654529700097.55517578125,,,,,,5398,-7814,2699,0,
 1654529700140.61547851562,-0.00341796875,0.54675292968,-0.90270996093,,,,,,,,
 1654529700144.70483398437,,,,,,5206,-9801,2603,0,
 1654529700178.33520507812,,,,,,5118,-10764,2559,0,
 1654529700221.45654296875,-0.02758789062,0.55725097656,-0.94006347656,,,,,,,,
 1654529700225.69848632812,,,,,,5118,-10449,2559,0,
 1654529700258.59643554687,,,,,,5118,-8779,2559,0,
 1654529700301.4736328125,0.00903320312,0.57153320312,-0.88757324218,,,,,,,,
 1654529700305.89868164062,,,,,,5214,-5765,2607,0,
 1654529700339.10180664062,,,,,,5374,-1613,2687,0,
 1654529700382.22314453125,0.05114746093,0.578125,-0.83190917968,,,,,,,,
 1654529700386.25146484375,,,,,,5550,3242,2775,0,
 1654529700419.759765625,,,,,,5686,8275,2843,0,
 1654529700462.63696289062,0.06555175781,0.54479980468,-0.84448242187,,,,,,,,
 1654529700467.18408203125,,,,,,5822,12830,2911,0,
 1654529700489.03466796875,,,,71,100,,,,
