 Time,Acc_x,Acc_y,Acc_z,HRM_b,HRM_c,HRM_r,HRM_f,PPG_r,PPG_o,BTHRM
 1655063143447.00805664062,,,,,,7582,1667,3791,0,
 1655063143526.01806640625,,,,,,7518,-108,2667,1092,
 1655063143538.34716796875,,,,,,7454,-2147,2685,1042,
 1655063143569.2919921875,,,,,,7354,-4342,2667,1010,
 1655063143590.68481445312,0.49816894531,-0.09436035156,-0.96813964843,,,,,,,,
 1655063143610.46020507812,,,,,,7322,-6586,2683,978,
 1655063143651.4453125,,,,,,7362,-8694,2735,946,
 1655063143670.33569335937,0.39916992187,-0.23999023437,-0.76306152343,,,,,,,,
 1655063143692.91870117187,,,,,,7442,-10662,2807,914,
 1655063143733.78173828125,,,,,,7506,-12335,2871,882,
 1655063143750.810546875,0.33215332031,0.05163574218,-0.8447265625,,,,,,,,
 1655063143775.01098632812,,,,,,7522,-13594,2911,850,
 1655063143830.49194335937,0.32055664062,0.29614257812,-1.11730957031,,,,,,,,
 1655063143857.31689453125,,,,,,7442,-14689,2903,818,
 1655063143911.27197265625,0.31628417968,0.24536132812,-1.17138671875,,,,,,,,
 1655063143950.30395507812,,,,,,,,,,111
 1655063143953.0810546875,,,,,,7714,-15367,3071,786,
 1655063143981.279296875,,,,,,7554,-15809,3023,754,
 1655063143990.52612304687,0.38940429687,0.01538085937,-0.90588378906,,,,,,,,
 1655063144022.4169921875,,,,,,7378,-15703,2967,722,
 1655063144063.73779296875,,,,,,7330,-15218,2975,690,
 1655063144071.7333984375,0.44323730468,-0.3076171875,-0.70703125,,,,,,,,
 1655063144105.11962890625,,,,,,7258,-14369,2971,658,
 1655063144145.9521484375,,,,,,7042,-13542,2895,626,
 1655063144154.10034179687,0.427734375,-0.22692871093,-0.70080566406,,,,,,,,
 1655063144186.69311523437,,,,,,6818,-12737,2815,594,
 1655063144230.6689453125,,,,,,6690,-11859,2783,562,
 1655063144268.9990234375,,,,,,6594,-11075,2767,530,
 1655063144313.310546875,0.4404296875,0.4609375,-1.10412597656,,,,,,,,
 1655063144317.55249023437,,,,,,6610,-10555,2807,498,
 1655063144351.70166015625,,,,,,6610,-10485,2839,466,
 1655063144395.49438476562,0.53271484375,0.13671875,-0.9599609375,,,,,,,,
 1655063144399.79736328125,,,,,,6498,-11017,2815,434,
 1655063144434.0380859375,,,,,,6330,-12084,2763,402,
 1655063144528.3984375,0.52673339843,-0.265625,-0.58532714843,,,,,,,,
 1655063144532.27416992187,,,,,,6114,-13521,2687,370,
 1655063144557.5732421875,,,,,,6114,-17000,2751,306,
 1655063144598.5888671875,,,,,,6042,-18998,2747,274,
 1655063144630.14404296875,0.28784179687,-0.11462402343,-1.02868652343,,,,,,,,
 1655063144642.68676757812,,,,,,5954,-20545,2735,242,
 1655063144680.65063476562,,,,,,5922,-21664,2751,210,
 1655063144710.283203125,0.3115234375,0.14868164062,-1.32922363281,,,,,,,,
 1655063144722.70385742187,,,,,,5858,-22222,2751,178,
 1655063144763.1396484375,,,,,,5754,-22172,2731,146,
 1655063144790.30029296875,0.30261230468,0.06726074218,-1.15563964843,,,,,,,,
 1655063144845.4150390625,,,,,,5634,-21364,2703,114,
 1655063144870.13427734375,0.25891113281,-0.28344726562,-0.712890625,,,,,,,,
 1655063144886.73583984375,,,,,,5458,-19844,2647,82,
 1655063144928.36181640625,,,,,,5378,-17607,2639,50,
 1655063144951.3720703125,,,,,,,,,,111
 1655063144954.21020507812,0.21667480468,-0.38647460937,-0.46997070312,,,,,,,,
 1655063144969.10278320312,,,,,,5314,-14601,2639,18,
 1655063145010.36254882812,,,,,,5198,-10987,2599,0,
 1655063145030.44311523437,0.23132324218,-0.10522460937,-0.83312988281,,,,,,,,
 1655063145051.50024414062,,,,,,5230,-6900,2615,0,
 1655063145092.39379882812,,,,,,5310,-2552,2655,0,
 1655063145110.185546875,0.27258300781,0.24792480468,-1.26306152343,,,,,,,,
 1655063145133.83666992187,,,,,,5374,1928,2687,0,
 1655063145174.73022460937,,,,,,5438,6390,2719,0,
 1655063145190.23315429687,0.27514648437,0.26892089843,-1.26647949218,,,,,,,,
 1655063145216.32568359375,,,,,,5374,10657,2687,0,
 1655063145257.06665039062,,,,,,5310,14762,2655,0,
 1655063145271.25732421875,0.29309082031,-0.005859375,-0.77087402343,,,,,,,,
 1655063145298.50952148437,,,,,,5182,18559,2591,0,
 1655063145339.37255859375,,,,,,5070,21997,2535,0,
 1655063145350.02319335937,0.30969238281,-0.29150390625,-0.5126953125,,,,,,,,
 1655063145380.72387695312,,,,,,5054,25078,2527,0,
 1655063145421.77001953125,,,,,,5078,27811,2539,0,
 1655063145430.28442382812,0.34460449218,-0.14953613281,-0.6904296875,,,,,,,,
 1655063145463.18237304687,,,,,,5082,30104,2541,0,
 1655063145527.60498046875,,,,,,5174,31968,2587,0,
 1655063145545.3662109375,,,,,,5278,32767,2639,0,
 1655063145590.19653320312,,,,,,5294,32767,2647,0,
 1655063145595.47607421875,,,,36,65,,,,
 1655063145627.58056640625,,,,,,5206,32767,2603,0,
 1655063145671.92260742187,,,,,,5102,32723,2551,0,
 1655063145709.85595703125,,,,,,5102,30616,2551,0,
 1655063145754.32006835937,0.48083496093,0,-0.8310546875,,,,,,,,
 1655063145758.43994140625,,,,,,5198,27520,2599,0,
 1655063145792.46704101562,,,,,,5278,23435,2639,0,
 1655063145836.35131835937,0.43896484375,-0.19079589843,-0.74499511718,,,,,,,,
 1655063145840.7763671875,,,,,,5310,18423,2655,0,
 1655063145874.7119140625,,,,,,5246,12687,2623,0,
 1655063145910.1123046875,0.32873535156,-0.20886230468,-0.68298339843,,,,,,,,
 1655063145942.3388671875,,,,,,,,,,110
 1655063145957.04833984375,,,,,,5054,6451,2527,0,
 1655063145991.25854492187,0.22631835937,0.177734375,-0.70837402343,,,,,,,,
 1655063146039.20166015625,,,,,,5118,159,2559,0,
 1655063146069.87182617187,0.25256347656,0.65930175781,-0.9140625,,,,,,,,
 1655063146082.38403320312,,,,,,5118,-6032,2559,0,
 1655063146121.59912109375,,,,,,5078,-11720,2539,0,
 1655063146150.16357421875,0.46801757812,0.58984375,-1.01721191406,,,,,,,,
 1655063146163.2861328125,,,,,,4958,-16748,2479,0,
 1655063146204.36279296875,,,,,,5022,-20885,2511,0,
 1655063146230.05859375,0.58825683593,0.357421875,-0.8349609375,,,,,,,,
 1655063146245.59204101562,,,,,,5214,-23978,2607,0,
 1655063146286.42456054687,,,,,,5294,-26041,2647,0,
 1655063146309.83154296875,0.49426269531,0.14685058593,-0.69580078125,,,,,,,,
 1655063146327.8369140625,,,,,,5206,-27200,2603,0,
 1655063146368.76098632812,,,,,,5022,-27678,2511,0,
 1655063146391.16088867187,0.41088867187,-0.05444335937,-0.66638183593,,,,,,,,
 1655063146409.89868164062,,,,,,4846,-27677,2423,0,
 1655063146451.09741210937,,,,,,4606,-27509,2303,0,
 1655063146530.2294921875,0.36889648437,0.13610839843,-0.69006347656,,,,,,,,
 1655063146534.19677734375,,,,,,4442,-27378,2221,0,
 1655063146550.55419921875,0.32006835937,0.56481933593,-0.91491699218,,,,,,,,
 1655063146575.09033203125,,,,,,4398,-27852,2199,0,
 1655063146616.01440429687,,,,,,4334,-28588,2167,0,
 1655063146630.17456054687,0.39111328125,0.54797363281,-1.06872558593,,,,,,,,
 1655063146657.70141601562,,,,,,4310,-29535,2155,0,
 1655063146698.04565429687,,,,,,4318,-30682,2159,0,
 1655063146709.88647460937,0.50036621093,0.20556640625,-0.94348144531,,,,,,,,
 1655063146739.30541992187,,,,,,4270,-31636,2135,0,
 1655063146780.38208007812,,,,,,4174,-32113,2087,0,
 1655063146789.7509765625,0.44079589843,-0.015625,-0.7255859375,,,,,,,,
 1655063146821.79443359375,,,,,,4094,-31846,2047,0,
 1655063146862.59643554687,,,,,,4094,-30577,2047,0,
 1655063146870.65307617187,0.3671875,-0.00524902343,-0.68542480468,,,,,,,,
 1655063146903.85620117187,,,,,,3990,-28266,1995,0,
 1655063146954.02709960937,,,,,,,,,,109
 1655063146956.89575195312,0.30786132812,0.30505371093,-0.85229492187,,,,,,,,
 1655063146961.16821289062,,,,,,3870,-24773,1935,0,
 1655063146986.31469726562,,,,,,3918,-20260,1959,0,
 1655063147030.50415039062,,,,,,3950,-14817,1975,0,
 1655063147068.65112304687,,,,,,3950,-8678,1975,0,
 1655063147112.44384765625,0.35949707031,0.48449707031,-0.97155761718,,,,,,,,
 1655063147116.6552734375,,,,,,3934,-2152,1967,0,
 1655063147150.98754882812,,,,,,3934,4407,1967,0,
 1655063147194.74975585937,0.41577148437,0.11853027343,-0.82824707031,,,,,,,,
 1655063147198.99169921875,,,,,,3926,10652,1963,0,
 1655063147233.32397460937,,,,,,3886,16363,1943,0,
 1655063147277.08618164062,0.34301757812,-0.08642578125,-0.64050292968,,,,,,,,
 1655063147281.328125,,,,,,3822,21292,1911,0,
 1655063147315.53833007812,,,,,,3758,25353,1879,0,
 1655063147350.35888671875,0.23083496093,0.24938964843,-0.68225097656,,,,,,,,
 1655063147398.42407226562,,,,,,3886,28589,1943,0,
 1655063147434.80102539062,0.15258789062,0.78649902343,-0.89868164062,,,,,,,,
 1655063147442.0947265625,,,,,,4030,30948,2015,0,
 1655063147526.201171875,,,,,,4094,32485,2047,0,
 1655063147538.56079101562,,,,,,4142,32767,2071,0,
 1655063147563.1884765625,,,,,,4214,32767,2107,0,
 1655063147568.65112304687,,,,36,65,,,,
 1655063147590.01342773437,0.41345214843,0.46118164062,-0.83996582031,,,,,,,,
 1655063147604.23461914062,,,,,,4238,32767,2119,0,
 1655063147645.03662109375,,,,,,4214,32739,2107,0,
 1655063147670.8544921875,0.46484375,0.11193847656,-0.65649414062,,,,,,,,
 1655063147686.51000976562,,,,,,4094,31550,2047,0,
 1655063147727.28149414062,,,,,,4030,29829,2015,0,
 1655063147749.58984375,0.3095703125,0.22412109375,-0.65942382812,,,,,,,,
 1655063147768.90747070312,,,,,,3886,27525,1943,0,
 1655063147809.404296875,,,,,,3862,24677,1931,0,
 1655063147830.15625,0.11633300781,0.72058105468,-0.78491210937,,,,,,,,
 1655063147851.2744140625,,,,,,3870,21273,1935,0,
 1655063147892.16796875,,,,,,3886,17351,1943,0,
 1655063147909.68505859375,0.14501953125,0.84155273437,-0.93615722656,,,,,,,,
 1655063147949.57153320312,,,,,,,,,,109
 1655063147952.3486328125,,,,,,3966,12939,1983,0,
 1655063147974.29077148437,,,,,,4078,8261,2039,0,
 1655063147989.79370117187,0.35949707031,0.48107910156,-0.91809082031,,,,,,,,
 1655063148015.52001953125,,,,,,4174,3399,2087,0,
 1655063148056.50512695312,,,,,,4222,-1420,2111,0,
 1655063148069.84130859375,0.40222167968,0.17541503906,-0.83569335937,,,,,,,,
 1655063148097.88696289062,,,,,,4222,-6009,2111,0,
 1655063148138.78051757812,,,,,,4182,-10242,2091,0,
 1655063148149.64477539062,0.30749511718,0.18286132812,-0.75341796875,,,,,,,,
 1655063148180.71166992187,,,,,,4062,-13978,2031,0,
 1655063148221.66625976562,,,,,,3902,-17158,1951,0,
 1655063148229.99755859375,0.1904296875,0.46264648437,-0.75891113281,,,,,,,,
 1655063148262.43774414062,,,,,,3966,-19604,1983,0,
 1655063148304.00268554687,,,,,,4078,-21459,2039,0,
 1655063148312.08984375,0.16809082031,0.72436523437,-0.89172363281,,,,,,,,
 1655063148344.95727539062,,,,,,4078,-22884,2039,0,
 1655063148388.65844726562,,,,,,4094,-23967,2047,0,
 1655063148393.93798828125,0.29309082031,0.65673828125,-0.95263671875,,,,,,,,
 1655063148427.32421875,,,,,,4222,-24823,2111,0,
 1655063148470.99487304687,,,,,,4350,-25611,2175,0,
 1655063148534.80712890625,,,,,,4438,-26452,2219,0,
 1655063148557.78686523437,,,,,,4398,-27462,2199,0,
 1655063148591.93603515625,,,,,,4254,-28550,2127,0,
 1655063148636.82739257812,0.20532226562,0.36547851562,-0.71154785156,,,,,,,,
 1655063148641.3134765625,,,,,,4094,-29550,2047,0,
 1655063148674.36401367187,,,,,,4142,-30345,2071,0,
 1655063148709.45922851562,0.13854980468,0.75,-0.89050292968,,,,,,,,
 1655063148756.45629882812,,,,,,4270,-30771,2135,0,
 1655063148797.86865234375,0.22094726562,0.66552734375,-1.00732421875,,,,,,,,
 1655063148801.92749023437,,,,,,4270,-30761,2135,0,
 1655063148839.00634765625,,,,,,4302,-30037,2151,0,
 1655063148869.462890625,0.34069824218,0.27905273437,-0.87731933593,,,,,,,,
 1655063148882.09716796875,,,,,,4286,-28616,2143,0,
 1655063148921.31225585937,,,,,,4254,-26457,2127,0,
 1655063148941.6064453125,,,,,,,,,,109
 1655063148949.38842773437,0.34350585937,0.05725097656,-0.66650390625,,,,,,,,
 1655063148963.02978515625,,,,,,4182,-23652,2091,0,
 1655063149003.55712890625,,,,,,4190,-20273,2095,0,
 1655063149029.64965820312,0.27490234375,0.32373046875,-0.53698730468,,,,,,,,
 1655063149085.86303710937,,,,,,4086,-16584,2043,0,
 1655063149109.453125,0.11364746093,0.84826660156,-0.72570800781,,,,,,,,
 1655063149127.33642578125,,,,,,4158,-12739,2079,0,
 1655063149168.35205078125,,,,,,4190,-8942,2095,0,
 1655063149190.78247070312,0.15100097656,0.86877441406,-1.00964355468,,,,,,,,
 1655063149250.53588867187,,,,,,4190,-5374,2095,0,
 1655063149269.853515625,0.3623046875,0.44262695312,-0.85546875,,,,,,,,
 1655063149292.25341796875,,,,,,4206,-2198,2103,0,
 1655063149332.90283203125,,,,,,4182,522,2091,0,
 1655063149349.38232421875,0.35974121093,0.12512207031,-0.71472167968,,,,,,,,
 1655063149374.62036132812,,,,,,4094,2795,2047,0,
 1655063149415.42236328125,,,,,,3966,4533,1983,0,
 1655063149429.30786132812,0.23132324218,0.16784667968,-0.68347167968,,,,,,,,
 1655063149456.68212890625,,,,,,3790,6013,1895,0,
 1655063149526.47583007812,,,,,,3806,7387,1903,0,
 1655063149579.94262695312,,,,,,4206,8950,2103,0,
 1655063149589.34204101562,0.08752441406,0.78881835937,-1.07531738281,,,,,,,,
 1655063149621.38549804687,,,,,,4278,10714,2139,0,
 1655063149662.49267578125,,,,,,4310,12767,2155,0,
 1655063149670.67138671875,0.33056640625,0.51477050781,-0.95593261718,,,,,,,,
 1655063149703.87451171875,,,,,,4318,15062,2159,0,
 1655063149745.0732421875,,,,,,4270,17525,2135,0,
 1655063149753.34350585937,0.36059570312,0.20886230468,-0.76574707031,,,,,,,,
 1655063149786.66870117187,,,,,,4190,20072,2095,0,
 1655063149829.88159179687,,,,,,4094,22552,2047,0,
 1655063149869.31030273437,,,,,,3950,24666,1975,0,
 1655063149912.70629882812,0.12182617187,0.53942871093,-0.77233886718,,,,,,,,
 1655063149916.7041015625,,,,,,3822,26130,1911,0,
 1655063149947.64892578125,,,,,,,,,,110
 1655063149954.11865234375,,,,,,3862,26761,1931,0,
 1655063149996.66015625,0.06213378906,0.78625488281,-0.93664550781,,,,,,,,
 1655063150000.65795898437,,,,,,3966,26438,1983,0,
 1655063150006.15112304687,,,,33,83,,,,
 1655063150033.525390625,,,,,,4094,25136,2047,0,
 1655063150077.04345703125,0.22399902343,0.61572265625,-0.96936035156,,,,,,,,
 1655063150081.19384765625,,,,,,4222,22861,2111,0,
 1655063150115.77026367187,,,,,,4350,19704,2175,0,
 1655063150149.18701171875,0.37548828125,0.33605957031,-0.86682128906,,,,,,,,
 1655063150197.86254882812,,,,,,4342,15827,2171,0,
 1655063150229.38720703125,0.33459472656,0.23376464843,-0.7314453125,,,,,,,,
 1655063150241.77734375,,,,,,4246,11470,2123,0,
 1655063150280.65673828125,,,,,,4094,6838,2047,0,
 1655063150309.22119140625,0.16650390625,0.43310546875,-0.78308105468,,,,,,,,
 1655063150322.099609375,,,,,,3966,2139,1983,0,
 1655063150362.96264648437,,,,,,4030,-2292,2015,0,
 1655063150389.54345703125,0.06518554687,0.71997070312,-0.92797851562,,,,,,,,
 1655063150404.0087890625,,,,,,4150,-6296,2075,0,
 1655063150445.390625,,,,,,4182,-9775,2091,0,
 1655063150528.61206054687,0.21801757812,0.6640625,-1.0029296875,,,,,,,,
 1655063150532.51831054687,,,,,,4174,-12778,2087,0,
 1655063150550.79833984375,0.38110351562,0.41284179687,-0.7939453125,,,,,,,,
 1655063150568.46801757812,,,,,,4430,-17306,2215,0,
 1655063150610.09399414062,,,,,,4478,-18928,2239,0,
 1655063150629.3505859375,0.2548828125,0.18103027343,-0.69018554687,,,,,,,,
 1655063150650.98754882812,,,,,,4438,-20278,2219,0,
 1655063150692.43041992187,,,,,,4334,-21484,2167,0,
 1655063150709.52026367187,0.08557128906,0.28662109375,-0.84619140625,,,,,,,,
 1655063150733.01879882812,,,,,,4158,-22606,2079,0,
 1655063150774.46166992187,,,,,,4158,-23463,2079,0,
 1655063150789.140625,-0.00903320312,0.73815917968,-0.99182128906,,,,,,,,
 1655063150856.49291992187,,,,,,4334,-24005,2167,0,
 1655063150869.31030273437,0.12817382812,0.72888183593,-1.08996582031,,,,,,,,
 1655063150897.87475585937,,,,,,4318,-24204,2159,0,
 1655063150953.17260742187,,,,,,,,,,112
 1655063150956.2548828125,0.37048339843,0.3232421875,-0.93139648437,,,,,,,,
 1655063150960.22216796875,,,,,,4334,-23911,2167,0,
 1655063150980.45532226562,,,,,,4350,-23071,2175,0,
 1655063151021.318359375,,,,,,4350,-21649,2175,0,
 1655063151029.43603515625,0.34484863281,0.14245605468,-0.80749511718,,,,,,,,
 1655063151062.88330078125,,,,,,4334,-19674,2167,0,
 1655063151103.53271484375,,,,,,4334,-17148,2167,0,
 1655063151111.5283203125,0.20361328125,0.32800292968,-0.80700683593,,,,,,,,
 1655063151189.43969726562,,,,,,4190,-14265,2095,0,
 1655063151194.93286132812,0.00537109375,0.69909667968,-0.92980957031,,,,,,,,
 1655063151271.10473632812,,,,,,4350,-11031,2175,0,
 1655063151309.5263671875,,,,,,4374,-7711,2187,0,
 1655063151354.02099609375,0.33190917968,0.40966796875,-0.94323730468,,,,,,,,
 1655063151358.04931640625,,,,,,4394,-4479,2197,0,
 1655063151392.13745117187,,,,,,4438,-1546,2219,0,
 1655063151436.08276367187,0.35595703125,0.15661621093,-0.78381347656,,,,,,,,
 1655063151440.08056640625,,,,,,4398,818,2199,0,
 1655063151525.712890625,,,,,,4286,2496,2143,0,
 1655063151557.02392578125,,,,,,4062,3366,2031,0,
 1655063151590.166015625,0.05749511718,0.67614746093,-0.783203125,,,,,,,,
 1655063151639.45190429687,,,,,,4310,3656,2155,0,
 1655063151669.45068359375,0.06335449218,0.8740234375,-0.95935058593,,,,,,,,
 1655063151683.03100585937,,,,,,4382,3406,2191,0,
 1655063151688.24951171875,,,,34,83,,,,
 1655063151721.81884765625,,,,,,4350,2571,2175,0,
 1655063151748.9794921875,0.25048828125,0.57116699218,-0.93408203125,,,,,,,,
 1655063151762.49877929687,,,,,,4318,1480,2159,0,
 1655063151803.81958007812,,,,,,4302,331,2151,0,
 1655063151829.21020507812,0.30969238281,0.28295898437,-0.81188964843,,,,,,,,
 1655063151845.1708984375,,,,,,4318,-734,2159,0,
 1655063151886.40014648437,,,,,,4222,-1669,2111,0,
 1655063151909.28833007812,0.25903320312,0.19763183593,-0.68713378906,,,,,,,,
 1655063151927.2021484375,,,,,,4158,-2260,2079,0,
 1655063151948.80859375,,,,,,,,,,113
 1655063151968.88916015625,,,,,,4030,-2480,2015,0,
 1655063151988.93920898437,0.25524902343,0.42883300781,-0.7060546875,,,,,,,,
 1655063152009.75219726562,,,,,,3870,-2396,1935,0,
 1655063152051.04248046875,,,,,,3870,-2004,1935,0,
 1655063152069.2919921875,0.17016601562,0.84521484375,-0.83374023437,,,,,,,,
 1655063152091.875,,,,,,4062,-1357,2031,0,
 1655063152133.19580078125,,,,,,4174,-568,2087,0,
 1655063152149.33959960937,0.20141601562,0.83813476562,-0.97241210937,,,,,,,,
 1655063152174.57763671875,,,,,,4246,319,2123,0,
 1655063152215.47119140625,,,,,,4286,1197,2143,0,
 1655063152229.9365234375,0.38366699218,0.39184570312,-0.89123535156,,,,,,,,
 1655063152256.7919921875,,,,,,4334,2094,2167,0,
 1655063152297.77709960937,,,,,,4270,2813,2135,0,
 1655063152309.09912109375,0.37182617187,0.09936523437,-0.71374511718,,,,,,,,
 1655063152339.28100585937,,,,,,4158,3315,2079,0,
 1655063152380.02197265625,,,,,,4030,3701,2015,0,
 1655063152389.14672851562,0.26928710937,0.24853515625,-0.66430664062,,,,,,,,
 1655063152421.37329101562,,,,,,3886,3963,1943,0,
 1655063152462.57202148437,,,,,,3798,4142,1899,0,
 1655063152530.26000976562,0.11828613281,0.65795898437,-0.82568359375,,,,,,,,
 1655063152534.2578125,,,,,,3866,4265,1933,0,
 1655063152630.63232421875,,,,,,4062,4421,2031,0,
 1655063152668.38256835937,,,,,,4246,4492,2123,0,
 1655063152713.12133789062,0.38122558593,0.30737304687,-0.79968261718,,,,,,,,
 1655063152717.21069335937,,,,,,4286,4453,2143,0,
 1655063152722.734375,,,,36,60,,,,
 1655063152750.9326171875,,,,,,4182,4214,2091,0,
 1655063152795.27465820312,0.298828125,0.28186035156,-0.67517089843,,,,,,,,
 1655063152799.30297851562,,,,,,3998,3736,1999,0,
 1655063152833.23852539062,,,,,,3806,2946,1903,0,
 1655063152877.30590820312,0.15502929687,0.51501464843,-0.73388671875,,,,,,,,
 1655063152881.33422851562,,,,,,3630,1846,1815,0,
 1655063152915.57495117187,,,,,,3626,477,1813,0,
 1655063152942.03369140625,,,,,,,,,,113
 1655063152948.53393554687,0.12451171875,0.76550292968,-0.89562988281,,,,,,,,
 1655063152997.63671875,,,,,,3806,-1070,1903,0,
 1655063153035.02075195312,0.23840332031,0.70715332031,-0.98571777343,,,,,,,,
 1655063153042.77221679687,,,,,,3830,-2782,1915,0,
 1655063153080.49194335937,,,,,,3870,-4549,1935,0,
 1655063153108.93432617187,0.35302734375,0.43811035156,-0.87133789062,,,,,,,,
 1655063153121.56860351562,,,,,,3934,-6230,1967,0,
 1655063153163.37768554687,,,,,,3966,-7688,1983,0,
 1655063153188.70727539062,0.34497070312,0.2646484375,-0.65234375,,,,,,,,
 1655063153203.66088867187,,,,,,3902,-8887,1951,0,
 1655063153244.79858398437,,,,,,3774,-9768,1887,0,
 1655063153268.96850585937,0.21203613281,0.41833496093,-0.64611816406,,,,,,,,
 1655063153285.87524414062,,,,,,3606,-10231,1803,0,
 1655063153348.89404296875,0.02172851562,0.79760742187,-0.84228515625,,,,,,,,
 1655063153368.486328125,,,,,,3566,-10257,1783,0,
 1655063153409.68505859375,,,,,,3630,-9870,1815,0,
 1655063153428.69750976562,0.189453125,0.86083984375,-1.09533691406,,,,,,,,
 1655063153450.82275390625,,,,,,3582,-9196,1791,0,
 1655063153529.4970703125,,,,,,3546,-8282,1773,0,
 1655063153542.34497070312,,,,,,3566,-7238,1783,0,
 1655063153574.38842773437,,,,,,3582,-6178,1791,0,
 1655063153589.00634765625,0.29223632812,0.177734375,-0.85900878906,,,,,,,,
 1655063153615.58715820312,,,,,,3550,-5299,1775,0,
 1655063153656.48071289062,,,,,,3502,-4668,1751,0,
 1655063153668.6572265625,0.23950195312,0.25695800781,-0.68310546875,,,,,,,,
 1655063153697.64892578125,,,,,,3454,-4367,1727,0,
 1655063153739.00024414062,,,,,,3390,-4346,1695,0,
 1655063153748.91845703125,0.09606933593,0.62744140625,-0.7958984375,,,,,,,,
 1655063153780.53466796875,,,,,,3406,-4480,1703,0,
 1655063153786.02783203125,,,,36,50,,,,
 1655063153821.7333984375,,,,,,3518,-4795,1759,0,
 1655063153831.0107421875,0.11987304687,0.86486816406,-0.95166015625,,,,,,,,
 1655063153862.47436523437,,,,,,3566,-5234,1783,0,
 1655063153903.82568359375,,,,,,3582,-5679,1791,0,
 1655063153912.12646484375,0.2998046875,0.63464355468,-0.93469238281,,,,,,,,
 1655063153950.8837890625,,,,,,,,,,114
 1655063153953.72192382812,,,,,,3710,-5921,1855,0,
 1655063153989.54956054687,,,,,,3774,-5955,1887,0,
 1655063154026.87255859375,,,,,,3770,-5724,1885,0,
 1655063154071.21459960937,,,,,,3678,-5275,1839,0,
 1655063154109.17846679687,,,,,,3550,-4580,1775,0,
 1655063154153.48999023437,0.21350097656,0.41284179687,-0.66149902343,,,,,,,,
 1655063154157.60986328125,,,,,,3454,-3671,1727,0,
 1655063154191.94213867187,,,,,,3486,-2568,1743,0,
 1655063154236.34521484375,0.13928222656,0.81994628906,-0.76916503906,,,,,,,,
 1655063154240.86181640625,,,,,,3674,-1328,1837,0,
 1655063154274.21752929687,,,,,,3806,-137,1903,0,
 1655063154308.73291015625,0.2265625,0.77844238281,-0.95288085937,,,,,,,,
 1655063154356.34033203125,,,,,,3918,952,1959,0,
 1655063154393.6328125,0.37145996093,0.3994140625,-0.92797851562,,,,,,,,
 1655063154401.4453125,,,,,,3926,1807,1963,0,
 1655063154438.85986328125,,,,,,3934,2477,1967,0,
 1655063154528.2763671875,0.34741210937,0.24670410156,-0.76000976562,,,,,,,,
 1655063154532.33520507812,,,,,,3838,2832,1919,0,
 1655063154549.54711914062,0.2568359375,0.39538574218,-0.66711425781,,,,,,,,
 1655063154562.91381835937,,,,,,3582,2701,1791,0,
 1655063154568.37646484375,,,,36,50,,,,
 1655063154603.74633789062,,,,,,3478,2290,1739,0,
 1655063154629.50317382812,0.125,0.74829101562,-0.81127929687,,,,,,,,
 1655063154644.88403320312,,,,,,3566,1748,1783,0,
 1655063154685.9912109375,,,,,,3774,1109,1887,0,
 1655063154708.87939453125,0.20324707031,0.72314453125,-0.99536132812,,,,,,,,
 1655063154727.03735351562,,,,,,3902,444,1951,0,
 1655063154768.29711914062,,,,,,3998,-149,1999,0,
 1655063154788.7744140625,0.38256835937,0.35485839843,-0.92907714843,,,,,,,,
 1655063154810.0146484375,,,,,,4062,-601,2031,0,
 1655063154850.35888671875,,,,,,4078,-915,2039,0,
 1655063154868.486328125,0.33898925781,0.14685058593,-0.77404785156,,,,,,,,
 1655063154891.6796875,,,,,,4054,-1072,2027,0,
 1655063154951.92138671875,,,,,,,,,,114
 1655063154954.88159179687,0.173828125,0.10180664062,-0.79357910156,,,,,,,,
 1655063154958.90991210937,,,,,,3966,-1125,1983,0,
 1655063154974.22973632812,,,,,,3838,-982,1919,0,
 1655063155015.703125,,,,,,3702,-723,1851,0,
 1655063155028.79516601562,0.05505371093,0.30700683593,-0.97253417968,,,,,,,,
 1655063155056.474609375,,,,,,3630,-433,1815,0,
 1655063155097.45971679687,,,,,,3710,-102,1855,0,
 1655063155108.38500976562,0.08923339843,0.54235839843,-1.06750488281,,,,,,,,
 1655063155138.59741210937,,,,,,3834,261,1917,0,
 1655063155188.52416992187,0.20629882812,0.38317871093,-1.00024414062,,,,,,,,
 1655063155221.05590820312,,,,,,4078,612,2039,0,
 1655063155262.22412109375,,,,,,4202,769,2101,0,
 1655063155270.37231445312,0.29846191406,0.11828613281,-0.86462402343,,,,,,,,
 1655063155304.09423828125,,,,,,4222,725,2111,0,
 1655063155309.61791992187,,,,38,50,,,,
 1655063155347.30712890625,,,,,,4158,447,2079,0,
 1655063155352.861328125,0.30493164062,0.0625,-0.76586914062,,,,,,,,
 1655063155385.66772460937,,,,,,4062,-104,2031,0,
 1655063155429.67407226562,,,,,,3902,-952,1951,0,
 1655063155467.88208007812,,,,,,3742,-2097,1871,0,
 1655063155532.15209960937,,,,,,3774,-3408,1887,0,
 1655063155551.04248046875,,,,,,3870,-4824,1935,0,
 1655063155594.53002929687,0.21801757812,0.51159667968,-1.16088867187,,,,,,,,
 1655063155598.955078125,,,,,,3926,-6212,1963,0,
 1655063155633.34838867187,,,,,,3998,-7496,1999,0,
 1655063155668.44360351562,0.36755371093,0.15417480468,-0.96032714843,,,,,,,,
